"EventTime","HostName","UserName","FileName","FileHash","CreatorFileName"
"2018-11-01 14:13:52","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\PPKLite.api","9CBA18151C21706A27184CAE5E55ADA6","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:51","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\DigSig.api","78E57F4A4D644BBEA60C62883D187A70","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:51","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\AcroForm.api","29C551D28A57616C034C8BCF44178C22","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:38","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\IA32.api","C4E13D1A7E195D8AC73C73158264B81E","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:14:08","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\Updater.api","000352005D608C4A7CC9BA1952439FC1","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:59","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\SaveAsRTF.api","F0749B62327F1C221D2EB3A3E4256ECD","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:37","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\EScript.api","E47D150BD076BC1B3BE69F85A7993A98","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:37","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\weblink.api","1375E0FF68ED9DC03B02506191827617","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:37","SFS01","DC1\ianj","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\plug_ins\Annots.api","30223C71281A119E1CF8E56F9A077106","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"
"2018-11-01 14:13:08","SFS01","DC1\ianj","D:\CryptoTool\CryptoTool.exe","0B0ED1242D8F12AAA40FA9F93E753463","C:\Windows\explorer.exe"
"2018-11-01 14:10:35","INTWEB01","DC1\ianj","C:\Program Files\7-Zip\7zG.exe","6029519FF0CBAEAC5C0C218AE21C47DD","C:\Windows\explorer.exe"
"2018-11-01 13:23:20","INTWEB01","DC1\ianj","C:\Windows\SysWOW64\jscript9.dll","13E1B2B1C0BE4F8BA53178C240BEE09A","C:\Program Files (x86)\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:19","INTWEB01","DC1\ianj","C:\Program Files (x86)\Internet Explorer\ieproxy.dll","79DEFEB5B312107AF9355031DEA7565B","C:\Program Files (x86)\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:19","INTWEB01","DC1\ianj","C:\Windows\SysWOW64\ieframe.dll","F516C1F52E73B9A94F5960E1E26302D2","C:\Program Files (x86)\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:19","INTWEB01","DC1\ianj","C:\Program Files (x86)\Internet Explorer\IEShims.dll","4A1327D928CEB7BC66F72F30AA020C61","C:\Program Files (x86)\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:19","INTWEB01","DC1\ianj","C:\Windows\SysWOW64\mshtml.dll","547AFEEB076E77779E4DCD604E8F0402","C:\Program Files (x86)\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:19","INTWEB01","DC1\ianj","C:\Windows\SysWOW64\ieui.dll","94BFF02FCFDC65EC20315F890EA8953E","C:\Program Files (x86)\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:18","INTWEB01","DC1\ianj","C:\Windows\System32\ieui.dll","D38D16CF2BDD4513A254242F1BB5F095","C:\Program Files\Internet Explorer\iexplore.exe"
"2018-11-01 13:23:17","INTWEB01","DC1\ianj","C:\Program Files\Internet Explorer\IEShims.dll","53EA6F32C3C7545244932A8F603DF5AA","C:\Program Files\Internet Explorer\iexplore.exe"
"2018-11-01 13:20:56","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\usbeDevicelist.exe","FF44E2CF50B0E88F9C9A38E8E3F756D0","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:56","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\WakeOnLan.exe","7AAE71CD9E6670D2A442B3E2960FE60F","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:55","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\selfserviceportal.exe","378E08FBC47BD40C494BB432EADF9440","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:55","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\UIControls.dll","CDEFB5866A7A4AA98D3B92CD65D9781B","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:55","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\rdsrunasuser.exe","1FD991311227600D65DB7BCEF355B96C","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:55","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\selfservicedll.dll","167AB5D481516162B666C293A4BCA6EE","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:54","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\metroapps.exe","FF515F505C412FE495C3C82F612C1BE3","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:54","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\mdmregistrationhandler.exe","FBDB7709FBD95B4A9F38225315345A7D","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:53","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcwolsettings.exe","8521ABBB2CC2CCA3C74735C0F90FCC80","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:53","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dc_cad.exe","6345C75C603FD578A8F9AFD5E7C4F7EB","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:52","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcupload.exe","CC97A58C7C2FC77FBFBFAAFF2810B988","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:52","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcwol.exe","8E045198BC5572B23BA505DF710DD9F1","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:51","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dctoolseventviewer.exe","91E42BDEFDFD62F8363A0F2E5FD372FC","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:51","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dctools.exe","4AF74A8D1C7346B9A42C353415F09652","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:50","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcscreenrec.exe","98AE24560C27440C057B61E0DAC6F94F","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:50","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcremcom.exe","A509C5FE984803F1D200F0F8E12FC5EF","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:50","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcremregistry.exe","84473AB6E7DF4F261C3BB5ABA68AF506","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:49","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcrdsagentwindow.exe","D5B777944554189A164F92D03A715014","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:49","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcrdservice.exe","6F85AA80BC879F2F67944ECA95799A19","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:48","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcfilesystem.exe","6561A4DD98E434309EB6E9F782CED18C","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:47","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcconfigexec.exe","0D2BD417C990636D5C4243D38F0C9A6A","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:47","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcchat.exe","366C5BDC0B29630BC8B40F44A5375EE5","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:47","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcappcontrol.exe","A292DCB72BA9C0C91FC616AA2D86E1D1","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:46","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcannouncement.exe","4821E569B0A92EEB64FD0C9A94CDA419","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:45","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\checkvolume.exe","D6DF3F760A0E1E2F2D4F06FDAC5ED12E","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:44","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\cfgupdate.exe","A0B2B4CB2744158A2D6C43775335C5F4","C:\Windows\System32\WerFault.exe"
"2018-11-01 13:20:44","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\agent_troubleshooting_tool.exe","13287EAD33EF202C81C75B9238951366","C:\Windows\System32\WerFault.exe"
"2018-11-01 12:03:27","P2PWORKFLOW01","DC1\ianj","C:\Program Files\Innosoft\WorkflowManager\WorkflowResend.exe","82C5A2A3069B4D79CA3E5025371F4E43","C:\Windows\explorer.exe"
"2018-11-01 11:59:02","AD1","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\VIPRE Business Agent\Definitions\Upgrade.exe","FC6E9A8EC9AD77C2E854A47461B63672","C:\Program Files (x86)\VIPRE Business Agent\SBAMSvc.exe"
"2018-11-01 11:57:42","INTWEB01","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Site24x7\WinAgent\monitoring\bin\AppBin\Site24x7AppAgent.exe","F224058970025AC6F73C28AEDD2AC604","C:\Windows\System32\services.exe"
"2018-11-01 11:50:05","FS01","DC1\adrian","C:\Windows\System32\rdpclip.exe","7332ED3764820295CF40DD086D768662","C:\Windows\System32\svchost.exe"
"2018-11-01 11:49:59","FS01","NT AUTHORITY\SYSTEM","C:\Windows\System32\winlogon.exe","4294D7AD504EA206A4A03DB29311B6C2","N/A"
"2018-11-01 11:50:19","FS01","DC1\adrian","C:\Program Files\CloudBerryLab\CloudBerry Drive\CloudBerryDriveTray.exe","2D9B8F0420B735EB6EECF6EAD280AD12","C:\Windows\explorer.exe"
"2018-11-01 11:50:18","FS01","DC1\adrian","C:\Program Files\MirrorFolder\mrfshl.exe","CAD43960396CDFDF5C68BF63FD9AE409","C:\Windows\explorer.exe"
"2018-11-01 11:47:24","ETLM01","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\TeamViewer\TeamViewer_Desktop.exe","2D598CD450E834D9FE37F3B213035B52","C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe"
"2018-11-01 11:44:20","INTWEB04","DC1\adrian","C:\Windows\assembly\NativeImages_v2.0.50727_64\CustomMarshalers\872389604bfa758296070ff32378a9d4\CustomMarshalers.ni.dll","DE644DF59647CF1F07FFB2ABF2AA8F17","C:\Windows\System32\mmc.exe"
"2018-11-01 11:44:19","INTWEB04","DC1\adrian","C:\Windows\assembly\NativeImages_v2.0.50727_64\TaskScheduler\1e36d5bb79554ea1515b77bfcfdd26ec\TaskScheduler.ni.dll","EE3531A6EB8DC44DF269C2EF6731DC90","C:\Windows\System32\mmc.exe"
"2018-11-01 11:44:17","INTWEB04","DC1\adrian","C:\Windows\assembly\NativeImages_v2.0.50727_64\MMCEx\626a9d429b350f0d21fd41b82bea8f4c\MMCEx.ni.dll","BC57041EDE07BB06C94EE17CE0782D8B","C:\Windows\System32\mmc.exe"
"2018-11-01 10:56:42","INTWEB03","NT AUTHORITY\SYSTEM","C:\Windows\System32\smss.exe","A145FB6777000ABEBC3A4DA12A46066A","C:\Windows\System32\smss.exe"
"2018-11-01 10:57:14","INTWEB02","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Windows NT\Accessories\wordpad.exe","4352C8B360985F13D54516F89CFDF6D9","C:\Windows\System32\svchost.exe"
"2018-11-01 10:55:05","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\win32k.sys","2AE6E87557AC5E8D7F40C8ABC9A22C89","C:\Windows\System32\svchost.exe"
"2018-11-01 10:55:04","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Internet Explorer\F12.dll","4A7E1C88F41BCCB1119FB140A4018724","C:\Windows\System32\svchost.exe"
"2018-11-01 10:55:03","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Internet Explorer\iedvtool.dll","B10E2A3DDFB2788ECB9DECF079074396","C:\Windows\System32\svchost.exe"
"2018-11-01 10:54:59","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\rpchttp.dll","CE867BFD064D2B85F81FDDEB40D62E2A","C:\Windows\System32\svchost.exe"
"2018-11-01 10:54:59","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\MPSSVC.dll","C7A8706D5536D9BE35396C0116CAA8EE","C:\Windows\System32\svchost.exe"
"2018-11-01 10:54:58","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\appraiser.dll","17147053A522FA230B4744E15A465B1B","C:\Windows\System32\svchost.exe"
"2018-11-01 10:54:57","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\lsasrv.dll","E18020CD2747640CBA8E8F2E0C629F18","C:\Windows\System32\svchost.exe"
"2018-11-01 10:54:56","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\appidapi.dll","E95D3D1BFF140AE72E9D67222F3B7917","C:\Windows\System32\svchost.exe"
"2018-11-01 10:54:26","INTWEB01","DC1\ianj","C:\Windows\assembly\NativeImages_v2.0.50727_64\EventViewer\a411857f83fac8f1465ed658e36ef320\EventViewer.ni.dll","1ABB706F9315EF3C86A8F3FD52D444BF","C:\Windows\System32\mmc.exe"
"2018-11-01 10:53:19","P2PWORKFLOW01","NT AUTHORITY\SYSTEM","C:\Program Files\Innosoft\NMMonitor\NMMonitor.exe","67E38CD5B0D73E9C4B1A46B1CB1AED04","C:\Windows\System32\services.exe"
"2018-11-01 10:52:53","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\rtm.dll","9EBE1CB688763D5A0D6DC99C7115EC1A","C:\Windows\System32\svchost.exe"
"2018-11-01 10:52:53","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\win32spl.dll","31B017A4B67833816ACE19A7409E4E36","C:\Windows\System32\svchost.exe"
"2018-11-01 10:52:50","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\drivers\luafv.sys","3D5749D8BFD8629242A2FDB15DD81482","C:\Windows\System32\svchost.exe"
"2018-11-01 10:52:50","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\drivers\http.sys","ED2897562CDE136580463C15AF1BB533","C:\Windows\System32\svchost.exe"
"2018-11-01 10:52:48","P2PWORKFLOW02","DC1\ianj","C:\Windows\assembly\NativeImages_v2.0.50727_32\EventViewer\017f10b1b9ded07369552c767afba744\EventViewer.ni.dll","D8957394203295CE5640BBB8EEE029D7","C:\Windows\System32\mmc.exe"
"2018-11-01 10:41:33","INTWEB01","DC1\ianj","C:\Windows\System32\msxml3r.dll","F7A3FA1AE77D7523E36E89007CA08E11","C:\Windows\explorer.exe"
"2018-11-01 10:34:37","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\em001_64.dll","B8853EA3D5194C1F6B0B2DD215ED65AC","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:34:37","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\em005_64.dll","66A4E7D313AA4424C812E2B475F2A10E","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:34:37","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\em000_64.dll","8F87B4BA60B1AAEC72C30460FCE38141","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:34:37","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\em004_64.dll","D2FA3A6F9018ECF75AC17F6C97C28F22","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:34:37","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\em002_64.dll","F5F718D66984F8DC468CFDF7CEC73248","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:34:37","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\em003_64.dll","B5E4BC37EC7008392EACD5068D8F7086","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:34:36","ETLM01","ETLM01\lokesh.s","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\edls_64.dll","462DD8AFAAE32C7139E73CB691419273","C:\Users\lokesh.s\AppData\Local\Google\Chrome\User Data\SwReporter\35.178.200\software_reporter_tool.exe"
"2018-11-01 10:32:39","INTWEB01","NT AUTHORITY\SYSTEM","C:\Windows\System32\winlogon.exe","11D6A262B617130F7C16E308C12E0D41","N/A"
"2018-11-01 10:33:06","INTWEB01","DC1\ianj","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcagenttrayicon.exe","A242553D8B14D4F018696BDCA96E40CA","C:\Program Files (x86)\DesktopCentral_Agent\dcconfig.exe"
"2018-11-01 10:32:53","INTWEB01","DC1\ianj","C:\Program Files (x86)\VIPRE Business Agent\SBAMTray.exe","C2814572DEE1B58DE82074A141C0E216","N/A"
"2018-11-01 10:32:52","INTWEB01","DC1\ianj","C:\Program Files (x86)\Site24x7\WinAgent\monitoring\bin\Site24x7WindowsAgentTrayIcon.exe","EE01403634B9A7D8F6ED43E3F412511C","C:\Windows\explorer.exe"
"2018-11-01 10:32:06","P2PWORKFLOW01","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Internet Explorer\iedvtool.dll","C8791E67A4D8B4CD946001F562A6F1D3","C:\Windows\System32\svchost.exe"
"2018-11-01 10:32:06","P2PWORKFLOW01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\MPSSVC.dll","BC802D179177E92847F177463525E6AA","C:\Windows\System32\svchost.exe"
"2018-11-01 10:32:01","P2PWORKFLOW01","DC1\ianj","C:\Windows\system32\mmc.exe","B6F46D1ADFE5123D094DD631C2508270","C:\Windows\explorer.exe"
"2018-11-01 10:25:56","P2PWORKFLOW01","DC1\production","C:\Program Files\Innosoft\WorkflowManager\WorkflowManager.exe","25CB36587A309835E0197037915FC072","C:\Windows\System32\services.exe"
"2018-11-01 10:25:51","P2PWORKFLOW03","NT AUTHORITY\SYSTEM","C:\Windows\System32\winlogon.exe","F961E097BA86A94D6700DC36157850D9","N/A"
"2018-11-01 10:23:44","P2PWORKFLOW01","NT AUTHORITY\SYSTEM","C:\Program Files\DesktopCentral_Agent\bin\dcusb32.exe","AE7A07675CB4CC7E6F8B6F0600A3AF73","C:\Program Files\DesktopCentral_Agent\bin\dcusbsummary.exe"
"2018-11-01 10:23:20","P2PWORKFLOW01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\taskeng.exe","8EABA697F14DEA722E3CCF7124301DEA","C:\Windows\System32\svchost.exe"
"2018-11-01 10:21:21","P2PWORKFLOW01","NT AUTHORITY\SYSTEM","C:\Windows\System32\winlogon.exe","533EF7E3720359A5D854F67DED00AA41","N/A"
"2018-11-01 10:18:23","FAXROUTER01B","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcusb64.exe","EA285A1309AECF8CE27EBEF5037FF032","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcusbsummary.exe"
"2018-11-01 10:18:21","FAXROUTER01B","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcuninstallsw.exe","56BF24444F2F5848853296A2FEB81379","N/A"
"2018-11-01 10:18:22","FAXROUTER01B","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcusbsummary.exe","3C7212C0C1B256347BCC468CDC9B3CD7","N/A"
"2018-11-01 10:18:22","FAXROUTER01B","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\DesktopCentral_Agent\\bin\dcswmeter.exe","6C8982A8E0CD33BB9BC60A876CF85F80","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcagentservice.exe"
"2018-11-01 10:15:44","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.Kd58820a5#\6e0991a5fd39ac5c3b8e4ecf902d2db8\Microsoft.KeyDistributionService.Cmdlets.ni.dll","EE80843E586464808A208117A1DFC57D","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:44","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\SysWOW64\wshom.ocx","8637DC5F9A91CA68C7A3057415E7A91D","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:44","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.P521220ea#\b22ccd63535c4242ad037acbdf9b18fa\Microsoft.PowerShell.Commands.Utility.ni.dll","7260A3E40C3F4FD89B78F8610A1A3F5B","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:42","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.P6f792626#\cfd5caccd0d0d6a0c45bd1e249034865\Microsoft.PowerShell.Security.ni.dll","22E906F9E48E42234E552CE9067F48DD","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:42","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.Mf5ac9168#\206ac9b6cb7e270342e05ef6c8bcc0a6\Microsoft.Management.Infrastructure.CimCmdlets.ni.dll","60032720B473A270A7E0D0F8D6AB41DB","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:42","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\SysWOW64\WinMetadata\Windows.Management.winmd","134B6FB2ED0E287187B4719289AB8FE9","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:42","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.Pb378ec07#\70d922060ba8d9e438c73af295988d56\Microsoft.PowerShell.ConsoleHost.ni.dll","610DAEA2AA7AEFB8A27542DFAB852421","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:15:42","ETLM01","NT AUTHORITY\SYSTEM","C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.Pae3498d9#\e51b4304f7941b19feebc40a77e6535e\Microsoft.PowerShell.Commands.Management.ni.dll","CEED2ECD59753472B5AF96F1B831B565","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"
"2018-11-01 10:13:04","WEBPORTAL03","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcagentupgrader.exe","1E07988FE99843D53F75EEFAE7804D92","C:\Windows\System32\taskeng.exe"
"2018-11-01 10:11:26","SQLCUSTOMERS01","NT AUTHORITY\NETWORK SERVICE","C:\Windows\SysWOW64\wbem\WmiPrvSE.exe","1DD684E647BF9DD3E486276F5FA07A11","C:\Windows\System32\svchost.exe"
"2018-11-01 10:09:40","INTWEB02","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\DesktopCentral_Agent\dcconfig.exe","4553FA2AC8C16A22F473C9227947A931","C:\Program Files (x86)\DesktopCentral_Agent\bin\dcagentservice.exe"
"2018-11-01 10:10:11","SQL01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\wbem\WmiPrvSE.exe","DCC48F1BDC0E239776BA05A7239991F7","C:\Windows\System32\svchost.exe"
"2018-11-01 10:10:06","FAXROUTER02B","DC1\production","C:\Program Files (x86)\Tesseract-OCR\tesseract.exe","1FAE7FEEF7C347DE7572E9E795F8BDDC","C:\Program Files\Innosoft\IFaxProcessing\IFaxProcessing.exe"
"2018-11-01 10:09:57","SMTP02","NT AUTHORITY\SYSTEM","C:\Windows\system32\conhost.exe","90722B79DA62963FE91AE9CA078870D5","C:\Windows\System32\csrss.exe"
